0,1,2,3
"mention Sou nordestino e envergonhado desse lixo de região que mais uma vez endossa uma quadrilha de ladrão e relega o resto do país à podridão que é o PT. Nojo dessa imundície sustentando por miséria, ignorância, manipulação e compra de voto.",True,True,True
Será mesmo que são os nordestinos os analfabetos ou os sulistas e sudestista que se acham o máximo e elegem um monte de lixo para a Câmara e ainda levou um incompetente para o segundo turno sem ao menos ter um projeto e/ou resultado relevante?,True,True,True
"mention Ama nada, se se importasse não deixaria esses parasitas matarem aos poucos durante tantos anos os nordestinos......SAIBA QUE MUITOS SOFRERÃO SE O LIXO DO PT VOLTAR, E A CULPA TAMBÉM VAI SER SUA , APOIADORA DE LIXO!",True,True,True
KRL JUIZ FILHO DA PUTA TA CEGO SEU LIXO?,True,True,True
mention Man literal a maioria dos meus amigo é tudo nordestino e acho o sotaque mto foda pprt kkkk até uso mesmo não sendo acabei me acostumando então eu respeito todos e morra quem não respeite.,False,False,True
Nós nordestinos tem que ter respeito Desde quando esse governo entrou ele bagunça com a cara do Nordestino Vamos dar um basta para nunca mais ele ele voltar e vai ficar na lixo esquecimento,True,True,False
"mention Pela primeira vez, esse rapaz não falou merda. Concordo 90% com ele. Só não concordo 100% pois o nenê precisa sumir do Vasco depois co carioca.",False,False,True
"E a máscara do Kami caiu. Foda-se se ele foi bolsominion, poderia existir motivos internos pra isso (influência da família etc), já perdeu, foda-se. Agora esses áudios dele xingando nordestino, xenofobia PURA, foi o ápice. Um lixo, pqp...",False,True,True
"mention Pobre Pobre Pobre Pobre Pobre Pobre Pobre Pobre Pobre Pobre Pobre Pobre Pai dos Pobre Quanto mais Pobre melhor Quando mais nordestino Pobre melhor Cala a boca ladrão vagabundo Pq tu não fala em prosperidade Em fazer o Pobre rico Mas não dessa sua boca só sai miséria, lixo",True,True,True
"Bando de LIXO, tem dois anos seguidos que parece que assisto o Vasco jogar. Atlético Mineiro não fez porra nenhuma o jogo todo e esse time bosta consegue dar dois gols de graça por puro amadorismo. Pqp que bagulho horripilante",True,True,True
"NAAAAAAAO essa merda só funciona pra quem é rico e vai pegar uma praia 19h da noite. Mas pra nós que somos pobres vamos ter que acordar às 4:30h da manhã, é perigosíssimo uma mulher sozinha indo pro trabalho quando ainda está escuro… e mineiro piorou pq nem praia tem!!!",False,False,True
se você é um nordestino filho da puta do caralho que fala forçando sotaque pra servir de entretenimento pra os outros eu desejo do fundo do meu coração que você morra engasgado com a própria saliva durante o sono,False,True,True
Pronto para ver como é o carnaval na Seattle carioca. Já estou com meu saco de lixo/capa de chuva. Chupa balenciaga,False,False,False
mention Esse povo só pode ter merda na cabeça pra contratar sulistas,True,True,True
Lave a boca quando falar em nome do nordestino seu merda! Comedor de capim.,True,True,True
"caralho, esses sulistas tão fazendo tanta merda pqp, que vergonha",True,True,True
"mention É lixo. Bandido, bandido mesmo, é lixo. Igual quem chama nordestino de parasita e bosteja que as eleições foram fraudadas que diz que a Globo e toda mídia convencional é lixo, e só quem sabe é a Tia Marlene que compartilha diariamente imagens e videos pelo zapzap",True,True,True
"mention Amiga minha família toda de origem nordestina aí uma prima do meu pai vai e posta assim “nordestino vota errado e depois vem pra cá vender tapete, tbm não compro mais, que morra tudo de fome”, a consciência de classe e o respeito da gata foram com Deus",False,False,True
"👇👇👇👇esse cara é um FDP não sei como ainda não mandaram ele ter uma conversa com o Kapeta....... Olha aí nordestinos para quem vocês escolheram para ser os seus representantes o governo do amor ao ódio. Pronto falei, tá falado.",True,True,True
"mention Como nordestino eu falo então: foi so mais um comentário merda de grupo privado que a maioria do povo daqui nem liga, por mim basta um pedido de desculpa e ver se ele não faz mais. Agora perseguir o cara, cancelar e querer foder ele de todas as formas é desnecessário",False,True,False
"mention Não sou nordestino não, mas teria mto orgulho se fosse seu xenófobo de merda...vc é um lixo de pessoa...",False,True,True
mds que dia de merda,False,False,False
mention Carioca ? Vasco nem deve jogar esse campeonato lixo ! Sub 17 neles !,False,True,True
esses sulistas desgraçados,True,True,True
"Que lixo de direção hein, mengão???? Diretora do Flamengo insinua contra nordestinos em post depois de eleição via @UOLEsporte @UOL",True,True,False
"- “Fulano não vale a água da vina” significa que o cara é um merda - o clima mais escroto do brasil, amanhece 2graus e ao meio dia ta 25 - vários acham que meu sotaque é de carioca - não existe 1(um) paranaense que não desce pra balneário nas férias",True,True,True
"depois do pc siqueira nada mais me assusta vindo de personalidade de internet, so fico coisado pq o kami era a única pessoa q eu assistia as gameplays pelo conteúdo leve, mas seila como nordestino escutar as merda q esse bixo falou ta suave",True,True,True
Quero ver ele o flamerda jogar o lixo do carioca sozinho,True,True,True
é impressionante que sulista defende aquela merda de região deles com unhas e dentes,True,True,False
"mention Cala boca carioca lixo, carioca vale menos que um cachorro vira lata",True,True,True
"mention Vai estudar mais vagabundo , se tu sair da globo lixo tu não tem emprego em lugar nenhum mais , pq tu é um lixo, bjo dos nordestinos",True,True,True
"Olha eu não gosto nd d brigar em rede social, mas se eu SOU NORDESTINO e não escondo isso dos meus viewers e clientes então se vc veio flr merda da gente durante eleição, faz pelo menos o favor de não interagir com quem é daqui e mt menos cmg. Vá passar férias em outro lugar 🙏",False,True,False
mention É sério Fanfarrão? Teve 8 anos e só roubou e enganou os Trouxas nordestino kkkkkkkkkk. Você seu merda vai fazer os Trouxas sonharem e depois acordarem em meio a pesadelos igual a última vez,False,True,True
é sulista e ainda como merda de camarão kkkk escolhe uma doença só amigo,True,True,True
"mention Vai te fude merda, seu lixo pior comentarista pnc nordestino de merda espero que morra chinelão do krl vai se fude lixo escroto pnc fdp",True,True,True
notícia urgente: bolsonaristas sulistas choram tanto com perda desse merda q o choro ocasiona chuva forte com risco de temporal ⛈️,True,True,True
"mention Nordestino sem instrução é capacho de bandido. A esquerda é uma máquina geradora de pobreza. O nordestino para a esquerda é apenas uma maneira utilitária de manutenção de poder, eles fazem merda, mas sempre tem o capacho do nordestino para que eles limpem seus pés.",True,True,True
Mineiro não aguenta mais chuva puta merda São Pedro da seu jeito aí porra,False,False,False
mention Sulista ta ocupado trabalhando mantendo o lixo do nordeste em pé nao em rede social de vadiagem kkkkkkk,True,True,True
"mention 24h depois já vai está entupido de novo, pois o povo carioca é em sua maioria imundo, e vai encher a rua de lixo.",False,True,True
"Esqueceu de acrescentar que é uma FDP tmb!!! Nordestina genérica só se for , o GENOCIDA acabou com a raça dos nordestinos e vc vem babar o ovo dele. Patética!!",True,True,True
CURANÁ SANTA CUTARINA RIO GRANDE DO CU 🖕 VAO TOMAR NO CU SULISTAS DE MERDA VOCES MERECEM O INFERNO MAIS QUENTE 🖕,True,True,True
mention A prefeitura já meteu a multa no ladrão do Sérgio Cabral ? 68 toneladas de lixo em um dia ? A multa foi porque o pagode incomodou a burguesia carioca .,False,False,True
"mention Oi vai conversar fiado em outro lugar seu mineiro ridículo, pq vc não separa sua burrice com a cabeça de bosta do seu colega retardado igual vc. Só pensam merda kkkkkkk",True,True,True
"Bolsonaro odeia nós nordestinos por que não lambemos suas botas, nem baixamos nossas cabeças em ato de submissão! Bolsonaro, o Nordeste não se rende e não se vende! Vamos derrotá-lo e devolvê-lo ao seu lugar, a lata de lixo da história!",True,True,True
"mention Eu sou nordestino seu imbecil, e desde quando nordeste é nordeste, nordestino sofre com filha da puta vir falando merda com seus argumentos de faz de conta.",False,True,True
"mention Por isso odeio nordestino, tudo lixo.",True,True,True
"mention Eu nem mineiro sou. Mas por favor, antes de pagar de entendedor, explane, ao invés deste tweet raso dizendo que não entendo e você entende, sem sequer de fato argumentar. Isso é uma merda.",False,False,True
"Gente, que lixo. Chamar isso de torcida organizada é um desrespeito com todas as TOs das bancadas desse imenso Brasil. E outra: nem preciso lembrar qual torcida usa esse flow de música de carioca da ZS nos anos 80.",False,False,True
"mention Se vc fosse mesmo um nordestino raiz igual eu sou,eu passei muita dificuldade no governo Lula e fhc! Agora vc fica com essa boca de lixo falando bostaaaa.",True,True,True
mention Bolsonaro humilhou os nordestino inventou o kit Key agora humilha todas comunidades do Brasil resposta nas urnas nordestino e todas comunidade falta 13 dia para 13 vencer esse lixo do bolsonaro,False,True,True
"O Nordeste é muito superior a qualquer região desse país. É um povo que vive de luta e que sabe muito bem o que é luta de classes, é gente que pensa com a cabeça e não com o pé ou cú Vão pra casa do caralho xenófobicos de merda!!! (especialmente os que são sudestinos/sulistas)",True,True,True
sotaque nordestino é muito feio puta merda,True,True,True
mention Daí eu taco ela no lixo e compro lanche na padoca da esquina,False,False,True
"Mas a palavra pagode é antiga e o ritmo pagode carioca é dos 70. Vem do sânscrito e significa confraternização, reuniao ou festa. Quando gonzaga canta pagode russo ele se refere a uma festa. Visto que esse ritmo ai bem recente só se expandiu nos anos 90 por causa da midia lixo",False,True,True
mention Aí aí SP !!! Vcs vão aprender votar quando ??? Olha a merda aue vcs colocaram no governo do estado. 🤦 ainda falam que nordestino não sabe votar. Imagina se soubesse 😂😂,False,True,True
"mention Ele é tão nordestino, que é torcedor do Flamengo. Eu sou nordestina e torço pelo Sport clube do Recife. Isso sim é ser raiz e não idiota que só assiste Globo Lixo.",False,True,True
"mention E a Sônia precisa rever as pessoas que ela contrata. Trocou o lixo do Felipeh Pepa Campos pelo lado carioca do a tarde é sua, cheio de segredos kkkk",False,True,True
"Pessoal do nordeste se unindo com os sulistas para humilhar os nordestinos? Gente? SE MUDA PRO SUL ENTÃO ARROMBADO DE MERDA, E DEIXA MEU NORDESTE EM PAZ!",True,True,True
mention Sulista é uma merda de gente isso tds concordamos kkkk,True,True,True
"mention Sou carioca e moro em SP, não tenho vontade nenhuma de voltar pro Rio, praia não me faz falta alguma, praia lotada, lixo, muvuca etc etc….",False,False,True
"Responder sobre os respiradores comprados na loja de maconha, como ele fez no consórcio nordeste, ele não quer né! Milhões dos pobres nordestinos jogados no lixo… Belo ministro este…",True,True,True
"A que ponto chegamos?, por pessoas que estão pouco de fudendo pra nós?, desejar a que os nordestinos morra, desejar que passem cede... cara pra quer isso?, o direito de voto e livre, opiniões são diferentes vey. #Eleicoes2022 #BolsonaroPresidente22 #Lula",False,False,False
"Eu como cearense, achei o vídeo um LIXO. Passar bem.",True,False,True
"mention Amigo petista sem cérebro, ela já tinha avisado que essa era a última novela dela pela globo lixo.",True,True,True
"mention Se o nordestino se respeitasse, jamais elegeria nenhum candidato de esquerda. O único que ainda fez alguma coisa foi Eduardo Campos e vamos ser honestos só no primeiro mandato. Depois só fez o básico pra tentar a presidência. No mais tudo lixo.",True,True,True
mention que merda é essa?? O Povo nordestino vai ficar sem água??? Faça alguma coisa!!,False,True,True
"Segundo jogo com o time titular NO CARIOCA e já tem gente falando merda na minha tl.. sinceramente, as vezes, é difícil",True,True,False
mention Vai gastar nosso dinheiro podendo ajudar o seu irmao nordestinos seu lixo,True,True,True
mention contra nordestinos. Lixo de pessoa.,True,True,True
"mention Kajuru é um lixo. Vamos ver se Romário faz parte da escória carioca , a ver.",True,True,True
"mention Pqp, que fraude mais fuleira em bovina? Deveriam ter livrado minha Brasília do lixo da Damares. São Paulo do cachorro carioca do genocida. Colocado mais uns deputados e senadores aliados do governo que vai entrar. A cara de vcs nem treme. PERDEU MANE, NAO AMOLA.",False,False,True
mention Deixa de fdp veja se ele@ta mentindo sobre analfabetismo. Em que momento ele chama deliberadamente os nordestinos de analfabeto? Vc è um idiota.,True,True,True
"mention Cara, em todas as eleições vcs usam os nordestinos nas safadezas de vcs. Eu sou nordestino e exijo respeito seu vagabundo. Lave sua boca, Drácula FDP e para de usar o NE nas farsas de vcs. Vcs já dividiram o país em 2010 e nós, juntamente com Bolsonaro, uniremos o povo novamente.",True,True,True
mention Mineiro e um lixo só 3 times disputam o resto cumpre tabela,True,True,False
"o mister inventou em jogo de libertadores, ele ta inventando contra o madureira no carioca, deixa o cr trabalhar e testar nessa merda ai",True,True,False
a quantidade de turista sudestino/sulista que tem na cidade achando que ta com a rainha elizabeth na barriga tudo mal educado achando que aqui é parque de diversões realmente so três murrão na cara e por mim ja pode fechar as portas pro carnaval,True,True,True
"mention Isso só demostra o lixo de criatura que é este nordestino, outro dia com uma criança, que o maldito beijou na boca.",True,True,True
mention Sou nordestino e não preciso desse tipo de merda.,False,False,False
"eai sulistas, vcs não queriam se separar? essa é a oportunidade dps de fazer tanta merda",True,True,True
"O preconceito contra os nordestinos muitas vezes é explícito, como o do Pé Redondo e sua turma. Mas na maioria das vezes é velado, latente.. se manifiesta nos detalhes. Só que a nossa resposta não pode ser velada: tem que ser tome receba e me respeite fdp! 🏴🚩",False,False,True
"mention A internet deu voz aos idiotas, como essa desprezível criatura autora dessa postagem. Um lixo humano, demais ignorante ao extremo, uma gente estúpida. Que os nordestinos mantenham seu orgulho, são os votos do amigo paulista.",True,True,True
"toda hora esse lixo humano fica citando o nordeste e os nordestinos. simples: ta com o CU na mão TÃO FORTE dps do 1º turno e dps de ter humilhado os nordestinos chamando de burro e +. bolsonaro, vc se afoga com a sua própria língua.",False,False,True
mention Cara escória do caralho gte lixo do caralho!!!! Até pra roubar vcs são incompetentes!!!! Meteram uma caralhada de policiais da PRF pra caçar nordestino...,False,True,True
mention Nooooooosa o povo nordestino vai entrar em uma depressão profunda por conta desse LIXO.,False,True,True
"mention Tem nordestinos no meu estado, principalmente na minha cidade. Lógico que todos fomos roubados. Mas muitos votam e defendem esse Lixo comunista,além disso tentam debater que ele é bom. Sou de SC",True,True,True
mention Esse foi no Carioca. 1 a 0 pro Lixo.,False,True,True
mention E mídia carioca falando desse lixo na seleção,False,True,True
mention É um lixo humano! Juro que não entendo o mineiro dando palco pra gente do partido novo. São todos péssimos! Pode ver que essa merda de partido só tem força aqui 🤦‍♀️,True,True,True
"mention Pqp, sulistas fdp explodir esse povo",True,True,True
mention só quem é daqui sabe o lixo q tem que escutar de sulista xenofóbico (95% da população do sul) então liberado dms kkkkkkk,True,True,True
"mention Sulista lixo humano, somente.",True,True,True
Falei que não ia nem vê esse lixo desse campeonato carioca. Tá eu com 4 minutos de jogo xingando os jogadores 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️,False,True,True
mention Quero q o Flamengo inteiro morra bando de carioca fudido,True,True,True
nossos 9 estados temos muito mais características distintas doq sudestinos e sulistas juntos então vão a merda e aprendam o básico do estado q vcs escolhem passar férias mizera,True,True,True
"mention Botafogo e Vasco será no canal deles no YouTube e TV fechada será até então pela carioca TV, aquele lixo de transmissão que trava sempre.",False,True,True
"Que filme bomm, que ódio tô chorando com essa merda",False,False,True
mention Vc é um bandido mesmo o que vc escreveu tá aí sua marreco e de domínio público ufa! Depois só nordestino é faz merda o que dizer do paranaese.,False,True,True
mention Tem q falar da cadeira mesmo. Como falar da inflação que é uma das menores entre os grandes países do mundo? Como falar das estatais com lucros bilionários após anos na merda? Como falar da água que o nordestino finalmente viu chegar? Enfim. Melhor mesmo é uma cortina de fumaça,False,True,True
NORDESTINO NÃO VOTA NESSE LIXO !! FORA BOLSONARO !! É LULAA ⭐️❤️⭐️❤️,False,False,True
"mention Todo mineiro é corno, cuzaooo, ahh não tem praia nesse lixo de lugar…",True,True,True
"sulistas desgraçados, odeio todos",True,True,True
"O NORDESTINO MERECE RESPEITO, SOMOS UM POVO ACOLHEDOR E AMAMOS O SER HUMANO, JÁ VOCÊ QUE VIVE AS CUSTAS DO NOSSO FLAMENGO DEVERIA SE ENVERGONHAR, LEMBRE-SE QUE VC NÃO É MELHOR, PORÉM SE TORNOU PIOR DO QUE O LIXO AO FAZER ESSA POSTAGEM SOBRE NOSSO POVO NORDESTINO",False,True,False
"mention Sou baiano e nordestino e o ladrão do Lula e esse otario babando ovo do ladrão, não mi representa. Lixo humano! 🤮💩",True,True,True
Cambada de fdp agradeçam muito ao nordeste e o povo de lá pra o Brasil hoje ser o que é. Principalmente o Sudeste que se construiu todo na base de mão de obra de muitos nordestinos.,True,True,True
"mention Lixo de ser Humano, será que um lixo como esse teria coragem de falar na cara de um nordestino, essa Vagabunda,",True,True,True
"mention Mais uma merda que só vem para gerar violência desunião coisa típica do PT e da esquerda, onde subjulgam o nordestino a pobreza para virarem massa de manobra populista na mão de vocês, pq tanto nordestino ainda hoje tem que buscar vida melhor no sudeste, centro oeste? Responda!",False,False,False
mention ele é nordestino e falando uma merda dessa vou te contar viu,False,True,False
mention Minas Arena é lixo... Vergonha ter uma gestão igual a suas para o futebol Mineiro,True,False,True
mention representa o lixo da sociedade!!!! Que desserviço você representa para sociedade!!!! O que Povo Mineiro quis ao eleger uma pessoa imoral como você??? 🤮🤮🤮🤮,True,True,True
mention Hospital Galba Veloso e ou Penitenciária Nelson Hungria aguardem q já já vcs terão o cidadão mais doente e mais louco! O cidadão mineiro não reconhece esse lixo !,True,True,True
"mention Seu CANALHA QUEM VIVEU DE GREVES ? SEU IMUNDO, QUEM DEIXOU O NORDESTINO COM SEDE, TENDO QUE MIGRAR PARA O SUL DO PAIS PARA SUSTENTAR A FAMÍLIA NO NORDESTE, PASSANDO A DOR DA SAUDADE... VC É O LIXO DO JORNAZISMO NACIONAL",False,True,True
"mention sim, acabou com minha noite to com ódio puro, eles se acham os dondoquinhos melhores que nós, sendo que os nordestinos que fizeram tudo que esses fdp usam e ainda tem coragem de falar q somos piores, como se agente fosse todos pobres sem classe sem educação, odeio paulistas agora",True,True,True
"Campeonato carioca é uma merda pqp, só futebol feio ta maluco",True,True,True
Isso daqui é surreal e só mostra como que o povo carioca vota mal. Que lixo,True,True,True
SULISTAS FDP,True,True,True
Brasil 247: “Nordestinos desgraçados”: Bolsonaristas espalham graves ataques xenófobos nas redes (vídeos).,True,True,True
"Mlk eh inacreditável a capacidade do Clube Atlético Mineiro de fazer merda, olha essa contratação, pqp dá um ódio do krl, Rodrigo Caetano é um filho da puta.",True,True,True
mention Esse girão é o maior bandido do Ceará eu como cearense tenho vergonha desse lixo e se ele por os pés na mão nhã cidade ele toma um couro esse vagabundo puxa saco de bandido,True,True,True
Sulista morra de inveja,True,True,False
mention E essa merda é mineiro igual eu… desculpa aí pessoal!,True,True,True
"mention Normal. Eu sou mineiro e não gosto nada de Varginha e Eloi Mendes, acho uma merda. Gosto é de São João Del Rey.",False,False,True
"mention Vai você ô seu merda, deve ser muito frustrado na vida pra ficar vindo aqui tentar fritar jogador sem motivo nenhum, carioca e vc xingando um cara que não tem nem 3 jogos completos, tua vida deve ser triste pra um caralho",True,True,True
"Cocô, na língua dos mineiros, é merda Kkkkkkkkkkkkkkkkkkkkkkkkkk Com @xuxameneghel #mineiro #minas #coco #xuxa #rainha #gargalhada #risos",True,True,True
Imagina perder o arrascaeta por causa de campeonato carioca. Esse lixo tem que acabar,False,False,True
Um absurdo o que estão fazendo com o nordeste! O aeroporto inteiro só fala disso! Depois vem os verdinhos falando de golpe nas urnas. Golpe baixo contra o povo nordestino. Lixo!,False,True,True
mention Vsfd sulista de merda,True,True,True
sulistas desgracados quero todos mortos agora bando de racista nazista wu voto pra exclusão do suk do brasil esses fodidos do caralho,True,True,True
"amigos nordestinos não se preocupem em falarem que vcs estão cometendo xenofobia, deixa que eu como sulista chamo esse povo aqui de BURROS FDPS RACISTAS MACHISTAS IDIOTAS DESGRAÇADOS",True,True,True
"mention Os caras pegam 2 ídolos do Palmeiras e metem nesse lixo de camisa, e jogam o sem caráter Marcelinho Carioca no Porco ... Vão odiar o Palmeiras assim lá longe hein!?",False,False,True
mention Mlk a mídia é uma sacanagem o cara é patrocinado tá a trabalho e os cara falando merda Do mano realmente um bi nordestino e preto não pode vencer na vida msm pqp luva de pedreiro te entende Juliete,False,True,True
mention E olha que Edmundo falou muita merda para um juiz por ele ser nordestino e nem assim deixou de ser ídolo.,False,True,True
mention A ideia é essa mesmo! Como diz minha mãe: Viva nós e morra o cão entupido com sabão! (ditado cearense dos anos 50) 🗣️,False,False,True
"Novo mandamento do cristão Deus, Pátria, família: desejar que nordestino morra de sede.",False,False,True
impressionante sulista no BBB eh sempre um merda kkkkkkkkkk,True,True,True
"mention A minha também mais que perfeita. Foi com um nordestino de Natal, com uma pegada de macho bem forte vixi haha era pra ter tido a última com outra pessoa mas falou merda na hora antes e ficou a ver navios que só verei em 2050 se depender de mim hhaha feliz ano novo",False,True,True
"mention Com certeza, não foram vcs que trataram o eleitor nordestino que nem lixo e dps botaram a culpa nos ancaps de respeito",False,False,True
"Tenho pena do nordestino que não votou nesse lixo e agora é obrigado a passar por isso. Deve ser revoltante ficar sem água, uma necessidade básica por um capricho de um bandido.",False,True,True
"Defendeu ofensa a nordestinos. Isso é nojento. Pelo jeito, o nordestino só serve para poder dizer que tem a maior torcida. Só por interesse. Lixo!",True,True,True
Reclamam do nordeste mas que tem que ser expulso do pais sao os sulistas de merda,True,True,True
"mention Toma vergonha nessa tua cara de pilantra!!!! Invejoso, psicopata abusado! Você não vale nada e corrobora as nossas certezas qdo se junta a um lixo corrupto e mandante de crimes! Tome tento, pilantra.... Vc envergonha o povo mineiro.",True,True,True
mention minha filha tu JURA que nasceu em Buenos Aires enquanto tu é carioca só isso já te diminui a menos q lixo toma vergonha,False,False,True
mention Nao sei se vc sabe SUA ANTA Mas esse rato que fez essa piada no tiktok falou que achava que a cabeça era desse jeito pq seria o esqueleto de UM NORDESTINO Se vc nao entende a problemática dessa merda vc é BURRO,False,True,True
maria kopp do tiktok (sulista filha de ricos) postando no tt sobre os 14 anos que ficamos no lixo kk será que ela apoia quem,True,True,True
mention Você está dizendo nordestino é lixo?,True,True,True
Como nordestino digo que tá uma merda,False,False,False
"mention Como nordestino vota sem nenhuma noção de cidadania, colocar um camarão como tu no senado do país é uma camada sem fim, aquelas camadas com diarreia e vômito. Vai caçar lixo pra alimentar sua alma!",False,True,True
"mention Outro dia perguntei a um terceirizado quem era o campeao de 87, ele disse que por ele ser nordestino iria dar razao ao sport 🤣🤣🤣🤣🤣🤣🤣 NENHUM flamenguista de fato(carioca) diria uma merda dess até eu que odeio esse lixo digo que ele é o verdadeiro campeão",False,True,True
mention Prr MN dois jogos merda pqp empatamos com um time de segunda divisão e perdemos pro americano mineiro sendo q a nossa base é MT mais forte comoooo,True,True,False
"mention Parabens aos envolvidos Numeros de Tite era tão relevante quanto ao numeros do Paulo Sousa no carioca!!!!! BANDO DE OTARIO, COPA AMERICA NÃO VALE NADA, campeonato falido, só tem lixo!",False,True,True
"mention Uma moça que estudou comigo no fundamental uma vez disse pra mim vcs não vão vencer! Os navios de guerra do Brasil já estão chegando na costa de litoral de Minas Gerais, o acesso ao oceano mineiro já vai ser tomado e protegido! Pensei: que merda eh acabei de ouvir?...",True,True,False
"esse homem fede a Clube Atlético Mineiro, mas não vai vir porque o perfume que o Atlético Mineiro usa tem odor de merda",True,True,True
